Topic,Count,Name,Representation,Representative_Docs
19,54,19_drón_dubaji_dróntámadás_repülőtér,"['drón', 'dubaji', 'dróntámadás', 'repülőtér', 'drónok', 'közelében', 'drónt', 'nemzetközi repülőtér', 'drón csapódott', 'iráni drónok']","['videón, ahogy egy iráni drón csapódik be a dubaji repülőtér közelében ahogy azt korábban írtuk , szombat reggel a dubaji nemzetközi repülőtér ideiglenesen felfüggesztette minden működését. most kikerült egy videófelvétel, amelyen az látszik, hogy egy iráni drón becsapódik közvetlen a reptér egyik terminálja mellé. forrás a dubaji kormányzati médiairoda hivatalos x-fió', 'videón az azerbajdzsánban becsapódott iráni drónok ahogy korábban beszámoltunk róla, irán felől érkező drónok csapódtak be azerbajdzsán egyik repülőterének közelében, időközben kiderült, hogy a drónok eltalálták a repülőtér utasterminálját is. a euronews szerint az azerbajdzsáni hatóságok most közölték, hogy három iráni drón támadta meg az iráni hat', 'dróntámadás volt a dubaji nemzetközi repülőtér közelében a dubaji nemzetközi repülőtér közelében ért dróntámadás egy üzemanyagraktárat, ideiglenesen felfüggesztették a légi közlekedést – írja a reuters. a dubaji hatóságok azt közölték, hogy dolgoznak a tűz eloltásán, és senki sem sérült meg a támadásban. „a dubaji nemzetközi repülőtér közelében történt dr']"
20,48,20_vance_alelnök_amerikai alelnök_budapestre,"['vance', 'alelnök', 'amerikai alelnök', 'budapestre', 'vance amerikai', 'magyarországra', 'jd', 'jd vance', 'látogat', 'államok alelnöke']","['reuters: még a napokban magyarországra látogathat j. d. vance amerikai alelnök még az április 12-i országgyűlési választás előtt, a napokban magyarországra látogathat j. d. vance, az egyesült államok alelnöke, hogy így fejezze ki támogatását orbán viktor iránt – írja meg saját forrásaira hivatkozva a reuters. a források szerint azonban j. d. vance látogatásának pontos időpontj', 'reuters: az amerikai alelnök a választási véghajrában látogathat el orbánhoz budapestre jd vance amerikai alelnök a választás előtt pár nappal, április 7. és 8. között magyarországra látogat, hogy a hajrában megtámogassa orbán viktor kampányát – írja forrásai alapján a reuters . vance tervezett látogatásának időpontjáról korábban a politico is beszámolt. februárban marco rubio, az usa', 'hivatalos: jön jd vance magyarországra magyarországra látogat jd vance , az amerikai egyesült államok alelnöke! április 7-8. – írja a facebookon orbán balázs , a miniszterelnök politikai igazgatója. ezzel hivatalossá vált, amiről régóta cikkeztek : az amerikai alelnök húsvét után érkezhet budapestre. vance-et elkíséri budapestre felesége']"
21,46,21_plakátokat_választási plakátokat_plakátok_választási,"['plakátokat', 'választási plakátokat', 'plakátok', 'választási', 'norbert', 'plakátot', 'erdős', 'város', 'fideszes', 'polgármester']","['leszedik a budapesti hidakról a választási plakátokat fotó:\n                kristóf balázs/444 a budapest közút eltávolítja a hidak szerkezeti elemeire kihelyezett választási plakátokat - közölte a társaság szerdán az mti-vel. a fővárosi tulajdonú hidak üzemeltetőjeként a cég arra kéri a választási kampányban részt vevő szervezeteket, hogy a budapesti', 'sniccerrel vagdosott le választási plakátokat, majd megütötte az őt videózó szemtanút a rendőrök azonosították a férfit, aki hétfőn reggel 6 óra körül sniccerrel választási plakátokat vágott le terézvárosban, a hunyadi téren. egy szemtanú a telefonjával rögzítette, ahogy a férfi megrongálja a plakátokat. a 37 éves f. péter megütötte a férfit, miután észrevette, hogy felveszi, amit cs', 'leszedik a választási plakátokat a budapesti hidak szerkezetéről leszedik a hidak szerkezeti elemeire tett választási plakátokat a fővárosban – közölte szerdán a budapest közút. a cég arra kéri a politikai pártokat és a kampányban részt vevő szervezeteket, hogy ne tegyenek plakátokat a vállalat kezelésébe tartozó hidak szerkezeti elemeire. ha mégis történik ilyen']"
22,46,22_orbán_viktor_orbán viktor_orbán viktort,"['orbán', 'viktor', 'orbán viktor', 'orbán viktort', 'viktort', 'pintér sándor', 'pintér', 'lázár', 'rónai', 'sándor']","['pintér sándor a 444-nek: 3,125 százalék az esélye, hogy maradok miniszter pintér sándor teniszszerelésben beszáll a szolgálati mercedesbe fotó:\n                rényi pál dániel / 444 csütörtök reggel pintér sándor króm fekete szolgálati mercedes s430-asa várakozott egy budai teniszközpont előtt. mindenki messziről felismeri a 25 éves kasztnit, aki akár csak rövid ideig fo', '3,125% az esélye, hogy pintér sándor miniszter marad furcsa körülmények között, egy budai teniszközpontből távozóban adott villáminterjút pintér sándor a 444.hu -nak. a belügyminiszter először azt mondta: nem nyilatkozik, végül mégis reagált arra, hogy lázár jános nemrég a visszavonulására utalt. azt mondta: 3,125 százalék az esély arra, hogy marad. l', 'pintér sándor szerint 3,125 százalék esélye van, hogy miniszter marad egy budai teniszközpont előtt kapta el egy kérdésre pintér sándor belügyminisztert a 444 csütörtök reggel. a minisztert arról kérdezték, mit szól ahhoz, hogy lázár jános február közepén a battonyai lázárinfón azt mondta, pintér sándor „most, 2026-ban” fog visszavonulni . arra a kérdésre, hogy valóba']"
23,46,23_wizz_wizz air_air_járatokat,"['wizz', 'wizz air', 'air', 'járatokat', 'töröltek', 'indít', 'légitársaságok', 'légi', 'keleti', 'helyzet']","['legalább április 27-ig nem indít járatokat izraelbe a wizz air a wizz air a korábban bejelentett április 20-i határidőhöz képest meghosszabbítja a járatok felfüggesztését, és legalább április 27-ig nem indít járatokat izraelbe és izraelből. a légitársaság azt írta, „az utasok, a személyzet és a repülőgép biztonsága továbbra is a társaság legfőbb prioritása, ame', 'a wizz air leállította több közel-keleti járatát a közel-keleti helyzet eszkalálódása miatt a wizz air azonnali hatállyal felfüggesztette minden izraeli, dubaji, abu-dzabi, és ammani járatát. az intézkedés legalább március 7-ig érvényben marad. a közel-keleti biztonsági helyzet eszkalálódása miatt a wizz air a szaúd-arábiai járatait is azonnali ha', 'április 20-ig nem indít járatokat izraelbe a wizz air a wizz air bejelentette, hogy meghosszabbítja az izraeli járatok felfüggesztését, így április 20-ig nem közlekednek gépei az országba és onnan. a döntés hátterében az áll, hogy tel-aviv fő repülőtere továbbra is zárva marad a külföldi légitársaságok előtt a háborús helyzet miatt. a diszkont légitárs']"
24,45,24_facebook_rádió_digitális_nmhh,"['facebook', 'rádió', 'digitális', 'nmhh', 'oldalát', 'mtva', 'facebook oldala', 'kossuth', 'kúria', 'oldala']","['döntött a kúria: ezentúl nem működtethetnék fideszes kampánykiadványként a kossuth rádió facebook-oldalát eltiltotta a kúria az egyoldalú tájékoztatástól az mtva-t – hívta fel a figyelmet a kontroll cikke a legfőbb bírói fórum határozatára , amely kimondta: a közmédia által kezelt facebook-oldalakra is vonatkozik a választási törvényben foglalt esélyegyenlőség elve. előzőleg a nemzeti választási bizotts', 'a kúria eltiltotta a közmédiát attól, hogy fidesz-kampányra használja a kossuth rádió facebook-oldalát a tisza párt már a hivatalos kampányidőszak kezdetén jelezte, hogy a kossuth rádió facebook-oldala kiegyensúlyozatlanul és elfogultan posztol a fidesz javára, de ezt a beadványát a nemzeti választási bizottság (nvb) elutasította, írta meg a kontroll.hu . a kúria viszont felülvizsgálati eljárásban fe', 'a kúria ismét kimondta, hogy a közmédia választási törvényt sért, ha a facebook-oldala fideszes kampánykiadványként működik a kúria felülvizsgálta a nemzeti választási bizottság (nvb) döntését, és hétfői határozatában részben megváltoztatta azt: kimondta, hogy az mtva és a duna médiaszolgáltató megsértette a választási alapelveket – számolt be róla a telex . a döntés szerint a kossuth rádió facebook-oldalán 2026. február']"
25,44,25_forinttal_benzin_bruttó_gázolaj,"['forinttal', 'benzin', 'bruttó', 'gázolaj', 'ára', 'nagykereskedelmi', 'holtankoljak', 'holtankoljak hu', 'piaci', 'írja holtankoljak']","['ismét drágult a benzin és a gázolaj tovább emelkedik az üzemanyagok ára: pénteken a benzin nagykereskedelmi ára bruttó 10, a gázolajé bruttó 17 forinttal nő. a 95-ös benzin piaci átlagára most 662 forint literenként, míg a gázolaj literje 712 forintba kerül, írja a holtankoljak.hu . forrás a piaci árakat továbbra is a közel-keleti háb', 'újabb 12 forinttal drágul a dízel piaci ára a héten szerdán már csak a gázolaj nagykereskedelmi ára emelkedik bruttó 12 forinttal, a benzin beszerzési ára változatlan marad – írja a holtankoljak.hu . a 95-ös benzin piaci átlagára így 686 forint lesz literenként, míg a dízel literje 781 forintba kerül majd. vagyis egy liter nem védett árú gázo', 'nincs megállás: tovább drágul a benzin csütörtökön a szerdai után csütörtökön is folytatódik az áremelkedés a hazai kutakon – írja a holtankoljak.hu . a benzin nagykereskedelmi ára bruttó 5 forinttal, a gázolaj ára bruttó 8 forinttal emelkedik majd. szerdán még az alábbi átlagárakon tankolhatunk: 95-ös benzin: 571 forint/liter, gázolaj: 600 forint/l']"
26,44,26_tűz_kigyulladt_katasztrófavédelmi_tűzoltók,"['tűz', 'kigyulladt', 'katasztrófavédelmi', 'tűzoltók', 'katasztrófavédelem', 'keletkezett', 'négyzetméteres', 'országos katasztrófavédelmi', 'katasztrófavédelmi főigazgatóság', 'ég']","['nagy füsttel ég a szemét egy soroksári szemétfeldolgozóban nagy területen ég mintegy százötven köbméter szemét egy hulladékfeldolgozó üzemben, a xxiii. kerületi ócsai úton – írta az országos katasztrófavédelmi főigazgatóság péntek délután. a fővárosi tűzoltók három vízsugárral kezdték oltani a lángokat. elindultak a helyszínre további egységek is, hat munka', 'kigyulladt a trafó egy hévízi szállodában kisebb tűz volt szombaton egy hévízi szállodában, az épületet rövid időre 290 embernek kellett elhagynia – közölte honlapján. a zala vármegyei katasztrófavédelmi igazgatóság szóvivője az mti-nek elmondta, egy rákóczi utcai hotel alagsorában, egy trafóban keletkezett kisebb tűz, amit a keszthelyi hiv', 'kigyulladt egy műanyag-feldolgozó üzem szigethalmon tűz keletkezett egy nagyjából háromezer négyzetméteres üzemcsarnokban péntek délelőtt szigethalmon, az ipari parkban; a helyszínre nagy erőkkel vonultak pest vármegyei és fővárosi tűzoltók - közölte az országos katasztrófavédelmi főigazgatóság (okf). fotó: szigetszentmiklósiak közössége/facebook az']"
27,42,27_kossuth_díjat_kósa_videót,"['kossuth', 'díjat', 'kósa', 'videót', 'jakab', 'takács', 'pataky', 'spar', 'takács péter', 'kósa lajos']","['pataky attilának, nemcsák károlynak és más, kormánnyal szimpatizáló művészeknek is jutott kossuth-díj mint minden évben, idén is kiosztották a kossuth-díjakat , amelyet magyarország köztársasági elnöke, sulyok tamás adott át a kossuth-bizottság szerint arra méltóknak. a díjazottak között volt: a menczer tamással dpk-t alapító , dpk-n a kör közepén álló, 63 ezer éve született pataky attila, akiről az', 'kossuth-díjat kapott pataky attila és nemcsák károly, de jutott díj más, kormánnyal szimpatizáló művészeknek is mint minden évben, idén is kiosztották a kossuth-díjakat, amelyet magyarország köztársasági elnöke, sulyok tamás adott át a kossuth-bizottság szerint arra méltóaknak. a díjazottak között volt, a menczer tamással dpk-t alapító , dpk-n a kör közepén álló, 63 ezer éve született pataky attila, akiről az', 'a nap legfontosabb hírei – 2026. 03. 14. kossuth-díjat kapott rúzsa magdi és pataky attila cserhalmi gyögy a kossuth-díjakról: „rosszabbul áll a helyzet, mint a szocializmus időszakában” takács péter kitett egy videót, ami alatt egy olyan dal szólt, ami a kommunista hatalomátvétel szimbóluma volt takács gyorsan törölte is a videó, majd arr']"
28,42,28_kutya_kutyapárt_kutya párt_kétfarkú,"['kutya', 'kutyapárt', 'kutya párt', 'kétfarkú', 'kétfarkú kutya', 'magyar kétfarkú', 'mkkp', 'dávid', 'párt', 'listavezetője']","['újabb visszalépések jöhetnek a kétfarkú kutya pártban további visszalépésekben gondolkodnak a kétfarkú kutya pártban – mondta el a párt listavezetője, nagy dávid az rtl híradó nak. a kutya párt hosszú ideje áll a támadások kereszttüzében, mert nem lép vissza, ezzel viszont – mondják a kritikusok – a kormányváltást kockáztatják. a további visszalépésekr', 'schilling árpád a kutya párt listavezetőjének: ki akarna egy ilyen politikust a parlamentbe? nem egy újabb cáratyuskát, hanem végre valódi demokráciát szeretnénk – így buzdította híveit fogmosás közben, egy rövid videóban nagy dávid , a magyar kétfarkú kutya párt (mkkp) listavezetője arra, hogy szavazzanak az mkkp-ra április 12-én. elmondása szerint az mkkp „mindenkivel, így önmagukkal is k', 'nagy dávid: 76 jelölt tegnaptól jogerős! – ott lesz a szavazólapon a kutya párt 76 jelölt tegnaptól jogerős! ott leszünk a szavazólapon:) köszönjük! – írta a közösségi médiában hétfőn reggel nagy dávid , a magyar kétfarkú kutya párt (mkkp) pártigazgatója. noha a párt határidőre leadta az országos lista állításához szükséges ajánlásokat, és a nemzeti választási iroda honlapja sz']"
29,40,29_debreceni_catl_kormányhivatal_veszélyes,"['debreceni', 'catl', 'kormányhivatal', 'veszélyes', 'debreceni catl', 'anyagokat', 'akkugyár', 'kft', 'veszélyes anyagokat', 'környezetvédelmi']","['szabálytalanul kezelte a veszélyes anyagokat a debreceni akkugyár a hivatalos vizsgálat szerint szabálytalanul, engedély nélkül raktároztak veszélyes anyagokat a debreceni catl akkugyár félkész üzemében – közölte a megyei kormányhivatal az rtl híradóval. az eset előzménye, hogy tárkányi zsolt , a tisza helyi képviselője a múlt héten posztolt fotókat a facebookon, amelyeken veszélyes anyagra fi', 'cáfol a kormányhivatal a catl-ügyben cáfolja az rtl híradását a hajdú-bihar vármegyei kormányhivatal, mely szerint szabálytalanul, engedély nélkül raktároztak veszélyes anyagokat a debreceni catl akkugyár félkész üzemében. a kormányhivatal szerint olyan állítást tulajdonítottak nekik, amely nem szerepel az általuk küldött tájékoztatóba', 'a kormányhivatal szerint szabálytalanul tároltak veszélyes anyagokat a debreceni catl-akkugyár területén szabálytalanul, engedély nélkül raktároztak veszélyes anyagokat a debreceni catl akkugyár félkész üzemében, erősítette meg a megyei kormányhivatal az rtl híradónak . március elejént írtuk meg , hogy két munkás rosszul lett a debreceni catl akkumulátorgyárban. „szédültem, úgy éreztem magam, mintha be']"
